,Artist,Title,Mood
2505,Devo,Be Stiff (Live),sad
2506,Alice In Chains,Take Her Out,sad
2507,Sex Pistols,Seventeen,sad
2508,Cline  Patsy,I Fall to Pieces,sad
2509,Bare  Bobby,500 Miles Away from Home,relaxed
2510,GWAR,Slap U Around,angry
2511,The Beatles,Birthday,happy
2512,devo,girl_u_want,relaxed
2513,franz_ferdinand,come_on_home,relaxed
2514,Danny Wilson,The Second Summer Of Love,happy
2515,Nana Mouskouri,Only You,happy
2516,Foals,Red Socks Pugie,angry
2517,Buzzcocks,Everybody's Happy Nowadays,happy
2518,Spooky Tooth,Evil Woman,angry
2519,abc,poison_arrow,angry
2520,The Beatles,Here Comes The Sun,relaxed
2521,Juelz Santana,There It Go (The Whistle Song),relaxed
2522,Public Image Ltd,This Is Not A Love Song,happy
2523,Robben Ford,Something For The Pain,angry
2524,Motley Crue,Afraid,angry
2525,Nirvana,Polly,sad
2526,The Beatles,Two Of Us,relaxed
2527,Ziggy Marley And The Melody Makers,New Love,happy
2528,Berlin,Now It's My Turn (Aqualite Mix),angry
2529,George Jones,I Don't Love You Anymore,happy
2530,Rundgren  Todd,Can We Still Be Friends?,sad
2531,Aaron Watson,Whiskey on the Fire,angry
2532,Isley Brothers,Fight the Power  Pt. 1,angry
2533,robert_johnson,sweet_home_chicago,relaxed
2534,Donnie McClurkin,Psalm 27,happy
2535,Dimmu Borgir,The Fundamental Alienation,angry
2536,Rihanna,Good Girl Gone Bad,relaxed
2537,Lewis  Jerry Lee,Another Place  Another Time,sad
2538,Akon,Don't Matter,angry
2539,DeGarmo & Key,Destined To Win,happy
2540,Gibson  Debbie,Shake Your Love,happy
2541,KT Tunstall,Paper Aeroplane (Live From 'Drastic Fantastic' Tour),sad
2542,PJ Harvey,This Mess We're In,relaxed
2543,Johnny Cash,Were You There (When They Crucified My Lord),sad
2544,Bryan Ferry,This Love,happy
2545,Michael Jackson,Happy,happy
2546,Marvin Gaye,Joy,happy
2547,Killswitch Engage,Unbroken,angry
2548,The Everly Brothers,So Lonely,sad
2549,Clannad,Now Is Here,relaxed
2550,Eastmountainsouth,Mark's Song,relaxed
2551,Tom Jones,Without Love (There Is Nothing),happy
2552,Marianne Faithfull,Sad Lisa,sad
2553,Pink Floyd,Chapter 24,relaxed
2554,Johnny Cash,Were You There (When They Crucified My Lord),sad
2555,Pink Floyd,Take Up Thy Stethoscope and Walk,angry
2556,The Everly Brothers,Lonely Street,sad
2557,John Lennon,Happy Xmas (War Is Over),happy
2558,Joe Jackson,Lullaby,sad
2559,Megadeth,The Killing Road,angry
2560,Willie Nelson,What a Wonderful World,relaxed
2561,Black Sabbath,Sick and Tired,sad
2562,Stevie Wonder,Outside My Window,relaxed
2563,Stevie Wonder,Come Back as a Flower,relaxed
2564,John Lennon,Happy Xmas (War Is Over),happy
2565,Bee Gees,Night Fever,sad
2566,Neil Diamond,Dear Father,relaxed
2567,Metallica,Last Caress/Green Hell,sad
2568,Reba McEntire,Can't Even Get the Blues No More,sad
2569,Neil Young,California Sunset,relaxed
2570,Megadeth,FFF,angry
2571,Eddie Money,Think I'm in Love,happy
2572,Kelis,Caught Out There,angry
2573,Bobby McFerrin,Drive My Car,happy
2574,Slayer,War Zone,angry
2575,Slayer,Here Comes the Pain,angry
2576,Al Green,You Are So Beautiful,happy
2577,John Lennon,Happy Xmas (War Is Over),happy
2578,Slayer,Ghosts of War,angry
2579,Natalie Cole,L-O-V-E,happy
2580,The Prodigy,One Love,happy
2581,Ice Cube,Dirty Mack,sad
2582,Metallica,Metal Militia,sad
2583,Gene Vincent,Be-Bop-A-Lula,relaxed
2584,George Harrison,What Is Life,happy
2585,The Rolling Stones,Tie You Up (The Pain of Love),angry
2586,Boyz II Men,Silent Night,relaxed
2587,Venom,Warhead,angry
2588,Paul McCartney,My Love,happy
2589,Sheryl Crow,A Change Would Do You Good,relaxed
2590,Slayer,Fight Till Death,angry
2591,Anthrax,Among the Living,angry
2592,Opeth,Heir Apparent,sad
2593,Sepultura,Territory,angry
2594,Bing Crosby,Sweet Leilani,relaxed
2595,Weezer,(If Youre Wondering If I Want You To) I Want You To,happy
2596,Noah And The Whale, Years Time,happy
2597,Jason Mraz, Million Miles,happy
2598,Josh Thompson,A Name In This Town,happy
2599,Lily Allen,Alfie,happy
2600,Smash Mouth,All Star,happy
2601,Fun.,All The Pretty Girls,happy
2602,The Fabulous Thunderbirds,Amnesia,happy
2603,Greg Laswell,And Then You,happy
2604,Just Jack,Astronaut,happy
2605,"The,shins",Australia,happy
2606,Good Lovelies,Backyard,happy
2607,Aqua,Barbie Girl,happy
2608,Sean Kingston,Beautiful Girls,happy
2609,Jesse Mccartney,Beautiful Soul,happy
2610,Macy Gray,Beauty In The World,happy
2611,American Authors,Best Day Of My Life,happy
2612,Travie Mccoy,Billionaire (Feat. Bruno Mars),happy
2613,MIKA,Billy Brown,happy
2614,miss li,Bourgeois Shangri-La,happy
2615,Jack Johnson,Breakdown,happy
2616,Bruno Mars,Marry You,happy
2617,Ringo Starr,Me And You,happy
2618,Taylor Swift,Mean,happy
2619,Taylor Swift,Mine,happy
2620,Maroon ,Misery,happy
2621,Avril Lavigne,Mobile,happy
2622,Sondre Lerche,Modern Nature,happy
2623,Junior Senior,Move Your Feet,happy
2624,Maroon ,Moves Like Jagger,happy
2625,Britney Spears,My Baby,happy
2626,Jack Johnson,Never Know,happy
2627,Muddy Waters,No Escape From The Blues,happy
2628,The Notorious Cherry Bombs,On The Road To Ruin,happy
2629,Imagine Dragons,On Top Of The World,happy
2630,Viva Brother,Otherside,happy
2631,Smash Mouth,Pacific Coast Party,happy
2632,Andrew W.K.,Party Til You Puke,happy
2633,Tinie Tempah,Pass Out,happy
2634,Paolo Nutini,Pencil Full Of Lead,happy
2635,crystal fighters,Plage,happy
2636,The Monkees,Pleasant Valley Sunday,happy
2637,Tristan Prettyman,Please,happy
2638,Natasha Bedingfield,Pocketful Of Sunshine,happy
2639,miss li,Polythene Queen,happy
2640,Foster The People,Pumped up Kicks (Album Version),happy
2641,Bachman-Turner Overdrive,Roll On Down The Highway,happy
2642,Del Amitri,Roll To Me,happy
2643,Taylor Swift,Santa Baby,happy
2644,Ringo Starr,Satisfied,happy
2645,The Monkees,Saturday'S Child,happy
2646,Michael Franti & Spearhead,Say Hey (I Love You),happy
2647,Bachman-Turner Overdrive,Second Hand,happy
2648,The Monkees,Shades Of Gray,happy
2649,Natasha Bedingfield,Shake Up Christmas 2011,happy
2650,The Monkees,She,happy
2651,Lenka,Shock Me Into Love,happy
2652,Taylor Swift,Should'Ve Said No,happy
2653,"Tristan Prettyman,Jason Mraz",Shy That Way,happy
2654,Tristan Prettyman,Smoke,happy
2655,the rocket summer,So Much Love,happy
2656,Fun.,Some Nights (Intro),happy
2657,Room Eleven,Somedays,happy
2658,Two Door Cinema Club,Something Good Can Work,happy
2659,The Monkees,Sometime In The Morning,happy
2660,Carrie Underwood,Songs Like This,happy
2661,Fountains of Wayne,Stacy's Mom,happy
2662,James Blunt,Stay The Night,happy
2663,Maroon ,Stutter,happy
2664,The Corrs,Summer Sunshine (Album Version),happy
2665,Matt Costa,Sunshine,happy
2666,Bwo,Sunshine In The Rain,happy
2667,Hilary Duff,Sweet Sixteen,happy
2668,The Monkees,Take A Giant Step,happy
2669,Andrew W.K.,Take It Off,happy
2670,Owl City,The Airway,happy
2671,Just Jack,The Day I Died,happy
2672,The Monkees,The Girl I Knew Somewhere,happy
2673,Bruno Mars,The Lazy Song,happy
2674,John Hiatt,The Love That Harms,happy
2675,Owl City,The Saltwater Room,happy
2676,Lenka,The Show,happy
2677,Ringo Starr,The Turnaround,happy
2678,Aaron Carter,To All The Girls,happy
2679,Hot Chelle Rae,Tonight Tonight,happy
2680,Carpenters,Top Of The World,happy
2681,Taylor Swift,Treacherous,happy
2682,The Fabulous Thunderbirds,True Love,happy
2683,Mark Burchfield,Two Doors Down,happy
2684,Relient K,Up And Up,happy
2685,The Monkees,Valleri,happy
2686,The Notorious Cherry Bombs,Wait A Minute,happy
2687,Wham,Wake Me Up Before You Go Go,happy
2688,Katrina And The Waves,Walking On Sunshine,happy
2689,Fun.,Walking The Dog,happy
2690,MIKA,We Are Golden,happy
2691,Lenka,We Will Not Grow Old,happy
2692,The White Stripes,We're Going To Be Friends,happy
2693,One Direction,What Makes You Beautiful,happy
2694,Anya Marina,Whatever You Like (Single Version),happy
2695,Slow Club,When I Go,happy
2696,Shakira,"Whenever, Wherever",happy
2697,The Monkees,Words,happy
2698,Jonas Brothers,Year 3000,happy
2699,Gareth Gates,Anyone Of Us (Stupid Mistake),happy
2700,Aqua,Around The World,happy
2701,Chairlift,Bruises,happy
2702,Colbie Caillat,Bubbly,happy
2703,Owl City,Captains And Cruise Ships,happy
2704,Passion Pit,Carried Away,happy
2705,Aqua,Cartoon Heroes,happy
2706,Damien Jurado,Caskets,happy
2707,surfer blood,Catholic Pagans,happy
2708,Emblem,Chloe (You're The One I Want),happy
2709,Ringo Starr,Choose Love,happy
2710,Melissa Etheridge,Come To My Window,happy
2711,Busted,Crashed The Wedding,happy
2712,The Monkees,Cuddly Toy,happy
2713,Anna Kendrick,Cups,happy
2714,David Steinberg,Cute,happy
2715,Toploader,Dancing In The Moonlight,happy
2716,Youngblood Hawke,Dannyboy,happy
2717,The Monkees,Daydream Believer,happy
2718,Matt & Kim,Daylight,happy
2719,Owl City,Dementia,happy
2720,Rihanna,Do Ya Thang,happy
2721,Pixie Lott,Doing Fine (Without You),happy
2722,regina spektor,Don't Leave Me (Ne Me Quitte Pas),happy
2723,Fatboy Slim,Don'T Let The Man Get You Down,happy
2724,Queen,Don'T Stop Me Now,happy
2725,S Club ,Don'T Stop Movin',happy
2726,Newton Faulkner,Dream Catch Me,happy
2727,Viva Brother,Electric Daydream,happy
2728,Traveling Wilburys,End Of The Line,happy
2729,Good Lovelies,Every Little Thing,happy
2730,Sausalito Foxtrot,Everyday,happy
2731,Lenka,Everything At Once,happy
2732,John Hiatt,Falling Up,happy
2733,Alphabeat,Fascination,happy
2734,Colbie Caillat,Favorite Song,happy
2735,Owl City,Fireflies,happy
2736,The Monkees,Forget That Girl,happy
2737,Kate Nash,Foundations,happy
2738,Good Lovelies,Free,happy
2739,belle and sebastian,Funny Little Frog,happy
2740,Patrick Wolf,Get Lost,happy
2741,dragonette,Get Lucky,happy
2742,M2M,Girl In Your Dreams,happy
2743,The Wanted,Glad You Came,happy
2744,Owl City,Gold,happy
2745,Nappy Roots,Good Day,happy
2746,Ellie Goulding,Goodness Gracious,happy
2747,Hanson,Great Divide,happy
2748,Natasha Bedingfield,Happy,happy
2749,Pharrell Williams,Happy,happy
2750,The Notorious Cherry Bombs,Heart Of A Jealous Man,happy
2751,Tristan Prettyman,Hello,happy
2752,Fountains of Wayne,Hey Julie,happy
2753,Eels,Hey Man (Now You'Re Really Living),happy
2754,The Cribs,Hey Scenesters!,happy
2755,Train,"Hey, Soul Sister",happy
2756,Smash Mouth,Holiday In My Head,happy
2757,Owl City,Hot Air Balloon,happy
2758,Jimmy Cliff,I Can See Clearly Now,happy
2759,Donna Lewis,I Could Be The One ( Lp Version ),happy
2760,Feist,I Feel It All,happy
2761,Muddy Waters,I Feel Like Going Home,happy
2762,Andrew W.K.,I Love Nyc,happy
2763,James Blunt,I'Ll Be Your Man,happy
2764,The Monkees,I'M A Believer,happy
2765,The Monkees,You Just May Be The One,happy
2766,Jason Mraz,I'm Yours,happy
2767,The Notorious Cherry Bombs,If I Ever Break Your Heart,happy
2768,Mungo jerry,In the summertime,happy
2769,Fun.,It Gets Better,happy
2770,Michael Bubl¨¦,It's a Beautiful Day,happy
2771,Jem,It'S Amazing,happy
2772,The Puppini Sisters,It'S Not Over (Death Or The Toy Piano),happy
2773,Cody Simpson,Iyiyi (Feat. Flo Rida),happy
2774,The Kooks,Junk Of The Heart (Happy),happy
2775,Sara Bareilles,King Of Anything,happy
2776,Parachute,Kiss Me Slowly,happy
2777,Madonna,La Isla Bonita,happy
2778,The Monkees,Last Train To Clarksville,happy
2779,Lily Allen,Ldn,happy
2780,Chris Rice,Lemonade,happy
2781,The Monkees,Listen To The Band,happy
2782,Lily Allen,Littlest Things,happy
2783,Aqua,Lollipop,happy
2784,Mika,Lollipop,happy
2785,The Monkees,Look Out (Here Comes Tomorrow),happy
2786,Bob Sinclar,Love Generation,happy
2787,Tristan Prettyman,Love Love Love (Album Version),happy
2788,Eagles,Love Will Keep Us Alive,happy
2789,Selena Gomez & The Scene,Love You Like A Love Song,happy
2790,Andrew Allen,Loving You Tonight,happy
2791,"Colbie Caillat,Jason Mraz",Lucky,happy
2792,Bombay Bicycle Club,Luna,happy
2793,The Notorious Cherry Bombs,Making Memories Of Us,happy
2794,Shania Twain,Man! I Feel Like A Woman!,happy
2795,Lenka,Like A Song,sad
2796,Sarah Connor,Living To Love You,sad
2797,Foo Fighters,Lonely As You,sad
2798,Little Big Town,Lonely Enough,sad
2799,Lucinda Williams,Lonely Girls,sad
2800,Owl City,Lonely Lullaby,sad
2801,Mazzy Star,Look On Down From The Bridge,sad
2802,Pete Yorn,Lose You,sad
2803,"Eminem,Rihanna",Love The Way You Lie,sad
2804,The Cure,Lullaby,sad
2805,Gary jules,Mad World,sad
2806,Sara Bareilles,Manhattan,sad
2807,Death Cab For Cutie,Marching Bands Of Manhattan,sad
2808,Tori Amos,Maybe California,sad
2809,Brand New,me vs. maradona vs. elvis,sad
2810,mayday parade,miserable at best,sad
2811,Miranda Lambert,More Like Her,sad
2812,Blackfield,my gift of silence,sad
2813,Lene Marlin,My Love,sad
2814,Keren Ann,My Name Is Trouble,sad
2815,Lykke Li,Never Gonna Love Again,sad
2816,Taylor Swift,Never Grow Up,sad
2817,Kate Nash,Nicest Thing,sad
2818,Shayne Ward,No Promises,sad
2819,James Blunt,No Tears,sad
2820,Enrique Iglesias,Not In Love,sad
2821,Pixie Lott,Nothing Compares,sad
2822,Blue,One Love,sad
2823,Will.i.am,One More Chance,sad
2824,Justin Bieber,One Time,sad
2825,Dead Man¡äs Bones,Paper Ships (feat. the Silverl,sad
2826,Anathema,Parisienne Moonlight,sad
2827,NEIL YOUNG,Philadelphia,sad
2828,The National,Pink Rabbits,sad
2829,The Smiths,"Please, Please, Please Let Me Get What I Want",sad
2830,Keren Ann,Polly,sad
2831,Taylor Swift,Red,sad
2832,Animal Alpha,Remember The Day,sad
2833,Alison Krauss & Union Station,Restless,sad
2834,Bat For Lashes,Sad Eyes,sad
2835,Katharine Mcphee,Say Goodbye,sad
2836,Keren Ann,Seventeen,sad
2837,Britney Spears,Shadow,sad
2838,Backstreet Boys,Shape Of My Heart,sad
2839,Sting,Shape Of My Heart,sad
2840,trading yesterday,Shattered,sad
2841,Maroon ,She Will Be Loved,sad
2842,Birdy,Shelter,sad
2843,Taylor Swift,Silent Night,sad
2844,Lenka,Skipalong,sad
2845,Primal Scream,Sometimes I Feel So Lonely,sad
2846,John Frusciante,Song To The Siren,sad
2847,Noah And The Whale,Stranger,sad
2848,Toni Braxton,Stupid,sad
2849,Greyson Chance,Summertrain,sad
2850,Norah Jones,Sunrise,sad
2851,Marvin Gaye,Take This Heart Of Mine,sad
2852,Moby,Temptation,sad
2853,Brandi Carlile,That Year,sad
2854,Ed Sheeran,The A Team,sad
2855,Damien Rice,The Blower'S Daughter,sad
2856,In Flames,The Chosen Pessimist,sad
2857,Dido,The Day Before The Day,sad
2858,M2M,The Day You Went Away,sad
2859,Noah And The Whale,The First Days Of Spring,sad
2860,Green Day,The Forgotten,sad
2861,Cats Up,The Ketchup Song (Asereje),sad
2862,Taylor Swift,The Moment I Knew,sad
2863,Katy Perry,The One That Got Away,sad
2864,Coldplay,The Scientist,sad
2865,Jason Mraz,The World As I See It,sad
2866,Blue October,The Worry List,sad
2867,Shawn Colvin,These Four Walls,sad
2868,Vince Gill,This New Heartache,sad
2869,The Corrs,Time Enough For Tears (Borrowed Heaven_Album Version),sad
2870,Vince Gill,Time To Carry On,sad
2871,Lake Of Tears,To Blossom Blue,sad
2872,Novembers Doom,Twilight Innocence,sad
2873,Aaron,U-Turn (Lili),sad
2874,Portishead,Undenied,sad
2875,The XX,Unfold,sad
2876,Taylor Swift,Untouchable,sad
2877,Natasha Bedingfield,Unwritten,sad
2878,Owl City,Vanilla Twilight,sad
2879,Laura Marling,What He Wrote,sad
2880,Death Cab For Cutie,What Sarah Said (Album Version),sad
2881,Adam Lambert,Whataya Want From Me,sad
2882,Avril Lavigne,When You'Re Gone,sad
2883,Britney Spears,Where Are You Now,sad
2884,"Alison Krauss,Brad Paisley",Whiskey Lullaby,sad
2885,Mr. Big,Wild World,sad
2886,Aimee Mann,Wise Up,sad
2887,Babyface,With Him,sad
2888,James Morrison,You Give Me Something,sad
2889,Craig David,You Know What,sad
2890,Brand New,You Stole,sad
2891,Shayne Ward,You'Re Not Alone,sad
2892,The Cranberries,Zombie,sad
2893,Damien Rice, Crimes,sad
2894,Cold,A Different Kind Of Pain (Album Version),sad
2895,Anathema,A Natural Disaster,sad
2896,Lene Marlin,A Place Nearby,sad
2897,Vanessa Carlton,A Thousand Miles,sad
2898,Jewel,Again And Again,sad
2899,The Airborne Toxic Event,All I Ever Wanted,sad
2900,Air Supply,All Out Of Love,sad
2901,Taylor Swift,All Too Well,sad
2902,A Fine Frenzy,Almost Lover (Album Version),sad
2903,Heart,Alone (2000 Digital Remaster),sad
2904,Monica,Angel Of Mine,sad
2905,Backstreet Boys,As Long As You Love Me,sad
2906,A Fine Frenzy,Ashes And Wine,sad
2907,Taylor Swift,Back To December,sad
2908,Justin Bieber,Be Alright,sad
2909,anathema,Better Off Dead,sad
2910,AMY GRANT,Better Than A Hallelujah,sad
2911,Chris Garneau,Black & Blue,sad
2912,Lana Del Rey,Blue Velvet,sad
2913,Lana Del Rey,Born To Die,sad
2914,Alicia Keys,Brand New Me,sad
2915,Sara Bareilles,Breathe Again,sad
2916,Ben Folds Five,Brick,sad
2917,Jake Bugg,Broken,sad
2918,North,California Dreaming,sad
2919,My Chemical Romance,Cancer,sad
2920,Kimya Dawson,Caving In,sad
2921,Sarah Connor,Christmas In My Heart (Single Version),sad
2922,Coldplay,Christmas Lights,sad
2923,Taylor Swift,Cold As You,sad
2924,Damien Rice,Cold Water,sad
2925,Kanye West,Coldest Winter,sad
2926,The Cardigans,Communication,sad
2927,James Blunt,Cry,sad
2928,Michael Pitt,Death To Birth,sad
2929,Lene Marlin,Disguise,sad
2930,Nick Carter,Do I Have To Cry For You,sad
2931,"Jason Walker,Molly Reed",Down,sad
2932,Babyface,"Drama, Love & 'Lationships",sad
2933,Uh Huh Her,Dreamer,sad
2934,Hole,Dying,sad
2935,The Cranberries,Dying In The Sun,sad
2936,Eels,Elizabeth On The Bathroom Floor,sad
2937,Black Box Recorder,England Made Me,sad
2938,Monrose,Even Heaven Cries,sad
2939,Suede,Everything Will Flow,sad
2940,Sparklehorse,Eyepennies,sad
2941,Sean Kingston,Fire Burning,sad
2942,Anathema,Flying,sad
2943,James Vincent McMorrow,Follow You Down To The Red Oak Tree,sad
2944,Alphaville,Forever Young,sad
2945,Jeff Buckley,Forget Her,sad
2946,Anathema,Forgotten Hopes,sad
2947,Groove Coverage,God Is A Girl,sad
2948,James blunt,Goodbye my lover,sad
2949,Sara Bareilles,Gravity,sad
2950,Imogen Heap,Half Life,sad
2951,Rufus Wainwright,Hallelujah,sad
2952,The Pussycat Dolls,Happily Never After,sad
2953,The Fray,Happiness,sad
2954,The Moody Blues,Happy Xmas (War Is Over),sad
2955,Radical Face,Haunted,sad
2956,Taylor Swift,Haunted,sad
2957,Beyonce,Heaven,sad
2958,Judas Priest,Here Come The Tears,sad
2959,The Replacements,Here Comes A Regular,sad
2960,3 Doors Down,Here Without You,sad
2961,Mariah Carey,Hero,sad
2962,Counting Crows,Holiday In Spain,sad
2963,Michael Bubl¨¦,Home,sad
2964,Antony & The Johnsons,Hope There'S Someone,sad
2965,regina spektor,How,sad
2966,Marc Anthony,How Could I,sad
2967,Wilco,How To Fight  Loneliness,sad
2968,Christina Aguilera,Hurt,sad
2969,Johnny Cash,Hurt,sad
2970,Westlife,I Cry,sad
2971,Savage Garden,I Knew I Loved You,sad
2972,Katy Perry,I M Still Breathing,sad
2973,Christina Aguilera,I'M Ok,sad
2974,James Vincent McMorrow,If I Had a Boat,sad
2975,Beyonce,If I Were A Boy,sad
2976,Taylor Swift,If This Was a Movie,sad
2977,Leonard Cohen,In My Secret Life,sad
2978,Taylor Swift,Innocent,sad
2979,Taylor Swift,Invisible,sad
2980,Slow Club,It Doesn't Have To Be Beautiful,sad
2981,Julia Stone,It's All Okay,sad
2982,Christina Perri,Jar Of Hearts,sad
2983,Tom Waits,Kiss Me,sad
2984,Lady & Bird,La Ballade Of Lady & Bird,sad
2985,Taylor Swift,Last Christmas,sad
2986,Ke$ha,Last Goodbye,sad
2987,Taylor Swift,Last Kiss,sad
2988,Demi Lovato,Let It Go,sad
2989,Jo De La Rosa,Letting Go,sad
2990,Jason Mraz,Life Is Wonderful,sad
2991,Delta Goodrem,Lost Without You,sad
2992,Eminem,'Till I Collapse,angry
2993,Eminem, To Life,angry
2994,David Gray,A Century Ends,angry
2995,Sum ,A N I C,angry
2996,Eminem,Rain Man,angry
2997,Sum ,Reason to Believe,angry
2998,Lamb of God,Requiem,angry
2999,Pj Harvey,Rid Of Me,angry
3000,"Chamillionaire,sway",Ridin',angry
3001,Damien Rice,Rootless Tree,angry
3002,Talib Kweli,Rush,angry
3003,"King Louie,Kanye West",Send It Up,angry
3004,Drowning Pool,Sermon,angry
3005,Black Rebel Motorcycle Club,Shade Of Blue,angry
3006,Hole,Skinny Little Bitch,angry
3007,Eminem,So Bad,angry
3008,Blue October,Somebody,angry
3009,Coal Chamber,Something Told Me,angry
3010,Nine Inch Nails,Somewhat Damaged,angry
3011,Slayer,South Of Heaven,angry
3012,Brand New,Sowing Season,angry
3013,Eminem,Space Bound,angry
3014,Kanye West,Spaceship,angry
3015,Eminem,Stan,angry
3016,skumfuk,sum 41,angry
3017,Metallica,Sweet Amber,angry
3018,Sum ,T H T,angry
3019,Sum ,Thanks For Nothing,angry
3020,Roadrunner United,The Enemy (Album Version),angry
3021,Pj Harvey,The Life And Death Of Mr. Badmouth,angry
3022,Limp Bizkit,The Surrender,angry
3023,Metallica,The Unforgiven,angry
3024,Eminem,The Way I Am,angry
3025,Sum ,Time for You to Go,angry
3026,yonkers,"tyler, the creator",angry
3027,Sum ,Underclass Hero,angry
3028,Marilyn Manson,Use Your Fist And Not Your Mouth,angry
3029,Hole,Violet,angry
3030,Natalie Imbruglia,Want,angry
3031,SUM ,We'Re All To Blame,angry
3032,David Gray,What Are You,angry
3033,Nine Inch Nails,With Teeth,angry
3034,Sum ,All Messed Up,angry
3035,Sum ,Another Time Around,angry
3036,Disturbed,Awaken,angry
3037,Johnny Cash,Ballad Of Ira Hayes,angry
3038,Bad Religion,Before You Die,angry
3039,Slayer,Blood Red,angry
3040,Alanis Morissette,You Oughta Know,angry
3041,Limp Bizkit,Break Stuff,angry
3042,Kelly Clarkson,Breaking Your Own Heart,angry
3043,Mercy Drive,Burn In My Light,angry
3044,Eminem,Cleanin Out My Closet,angry
3045,Shakira,Costume Makes The Clown,angry
3046,Eminem,Criminal,angry
3047,Kelly Clarkson,Dark Side,angry
3048,Sum ,Dear Father,angry
3049,Korn,do what they say,angry
3050,Guns N' Roses,Don'T Cry,angry
3051,no afraid,eminem,angry
3052,Nirvana,"Endless, Nameless",angry
3053,Metallica,Enter Sandman,angry
3054,Annie Lennox,Erased,angry
3055,Korn,ever be,angry
3056,Korn,Evolution,angry
3057,SUM ,Fat Lip,angry
3058,Nickelback,Flat On The Floor,angry
3059,Fort Minor,Get Me Gone,angry
3060,Eminem,Going Through Changes,angry
3061,Miranda Lambert,Gunpowder & Lead,angry
3062,SUM ,Handle This,angry
3063,Pj Harvey,Hardly Wait,angry
3064,Nine Inch Nails,Heresy,angry
3065,The Dillinger Escape Plan,Hero of the Soviet Union,angry
3066,Dannii Minogue,Hide And Seek,angry
3067,Cypress Hill,I Ain'T Goin' Out Like That,angry
3068,Three Days Grace,I Hate Everything About You,angry
3069,Eminem,I'M Back,angry
3070,Soulfly,Jumpdafuckup (Album Version),angry
3071,Eminem feat. Nate Dogg,âTill I Collapse,angry
3072,Eminem,Kill You,angry
3073,Korn,kiss,angry
3074,Violent Femmes,Kiss Off,angry
3075,Marilyn Mans,Lamb Of God,angry
3076,Kelly Clarkson,Let Me Down,angry
3077,The Truth,Limp Bizkit,angry
3078,Theory Of A Deadman,Little Smirk,angry
3079,Eminem,Lose Yourself,angry
3080,Marilyn Manson,Lunchbox,angry
3081,Eminem,Marshall Mathers,angry
3082,Metallica,Master Of Puppets,angry
3083,SUM ,Motivation,angry
3084,Eminem,Music Box,angry
3085,Adelitas Way,My Derailment,angry
3086,Kelly Clarkson,My Life Would Suck Without You,angry
3087,Metallica,Nothing Else Matters,angry
3088,Nine Inch Nails,Only,angry
3089,Stone Sour,Orchids,angry
3090,Vanessa Carlton,Paint It Black,angry
3091,Tori Amos,Pancake,angry
3092,Nine Inch Nails,Physical (You'Re So),angry
3093,Falling In Reverse,Pick Up the Phone,angry
3094,Taylor Swift,Picture To Burn,angry
3095,Sparklehorse,Pig,angry
3096,Hole,Playing Your Song,angry
3097,Manchester Orchestra,Pride,angry
3098,Suzanne Vega,(I'Ll Never Be) Your Maggie May,relaxed
3099,Craig David, Days,relaxed
3100,Priscilla Ahn,A Good Day (Morning Song),relaxed
3101,Jessica Simpson,A Public Affair,relaxed
3102,Leonard Cohen,A Thousand Kisses Deep,relaxed
3103,Christina Perri,A Thousand Years,relaxed
3104,Owl City,Air Traffic,relaxed
3105,Mindy Gledhill,All About Your Heart,relaxed
3106,Craig David,All The Way,relaxed
3107,Angela Ammons,Always Getting Over You,relaxed
3108,Olivia Ong,Amazing Grace,relaxed
3109,Jack Johnson,At Or With Me,relaxed
3110,Bread,Aubrey (Lp Version),relaxed
3111,Kari Jobe,Be Still,relaxed
3112,Lampshade,Because Trees Can Fly,relaxed
3113,Kelly Clarkson,Behind These Hazel Eyes,relaxed
3114,Jack Johnson,Better Together,relaxed
3115,Imogen Heap,Between Sheets,relaxed
3116,Nada Surf,Blonde On Blonde,relaxed
3117,Lady & Bird,Blue Skies,relaxed
3118,Leonard Cohen,Boogie Street,relaxed
3119,Augustana,Boston,relaxed
3120,Telepopmusik,Breathe,relaxed
3121,Sophie Zelmani,Breeze,relaxed
3122,Jamie Cullum,But For Now,relaxed
3123,Christy Nockels,By Our Love,relaxed
3124,Kendrick Lamar,Chapter Six,relaxed
3125,The Cardigans,Please Sister,relaxed
3126,Lunik,Preparing To Leave,relaxed
3127,Secret Garden,Raise Your Voices,relaxed
3128,Chris Garneau,Relief,relaxed
3129,october project,return to me,relaxed
3130,Tim Christensen,Right Next To The Right One,relaxed
3131,Chris Garneau,Sad News,relaxed
3132,Azure Ray,Safe And Sound,relaxed
3133,Christina Aguilera,Save Me From Myself,relaxed
3134,Rosie Thomas,Say Hello,relaxed
3135,Sarah Brightman,Scarborough Fair,relaxed
3136,Jamiroquai,Seven Days In Sunny June,relaxed
3137,Norah Jones,Seven Years,relaxed
3138,Deftones,Sextape,relaxed
3139,Robbie Williams,She'S The One,relaxed
3140,Sissel,Should It Matter,relaxed
3141,Copeland,Should You Return,relaxed
3142,Kacey Musgraves,Silver Lining,relaxed
3143,Egil Olsen,Sleep With You,relaxed
3144,John Martyn,Small Hours,relaxed
3145,Chris Garneau,So Far,relaxed
3146,Gotye,Somebody That I Used To Know,relaxed
3147,Britney Spears,Sometimes,relaxed
3148,Lizz Wright,Speak Your Heart,relaxed
